"","Identifiant","Num_Commande","Montant","DateCreation","Date_Mis_À_Jour","Identifiant_Utilisateur","Paiment","Id_Adresse","typeCommande","Identifiant-2","Date_Creation-2","Prenom","Nom","Identifiant-3","id_Produit","id_StatutProduit","idOrder","Quantite","Date_Creation-3","Montant_Article_Commandé","Bank_Charge","Mode_Transport","Pays","MethodeTransport","Largeur","Longueur","Profondeur","Identifiant-4","Nom1","Identifiant-5","Nom_Produit","Prix_Produit","Devise","Description","Couleur","Taille","Date_Creation-4","idcat2","FraisExpe","DaviseFraisE","colorsNull","Mode_Transport-2","Ville","oder_id2","Annee","Mois","Semaine","Jour","Jour_de_la_semaine","Jours"
"91",676,"SMA12318",57400,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",799,5430,13,676,1,2023-01-06,68.8,4.816,"groupage","france","avion",22,34.2,5,1,"OUVERT",5430,"Marque Amazon - find. Ardmore, Chaussures Bateau homme",68.8,"EUR","Marque Amazon - find. Ardmore, Chaussures Bateau homme","Marron Causal Tan Causal Tan","41 EU",2023-01-06,"NULL",13.76,"EUR","[]","avion","dakar plateau",676,"2023",1,"vendredi","06","vendredi",6
"92",675,"SMA12317",34100,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",798,5429,13,675,1,2023-01-06,37.28,2.6096,"groupage","france","avion",10,50,10,1,"OUVERT",5429,"Hilax Chaussures de Sécurité Homme Femme Legere Baskets de Sécurité Chaussure de Travail Embout Protection Acier Chaussure de Chantier Antidérapantes",37.28,"EUR","Hilax Chaussures de Sécurité Homme Femme Legere Baskets de Sécurité Chaussure de Travail Embout Protection Acier Chaussure de Chantier Antidérapantes","Noir","44 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",675,"2023",1,"vendredi","06","vendredi",6
"93",674,"SMA12316",41100,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",797,5428,13,674,1,2023-01-06,37.99,2.6593,"groupage","france","avion",23,33,12,1,"OUVERT",5428,"adidas Vs Pace, Chaussures de Fitness Homme, 41 EU",37.99,"EUR","adidas Vs Pace, Chaussures de Fitness Homme, 41 EU","Legend Earth Core Black Footwear White","46 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",674,"2023",1,"vendredi","06","vendredi",6
"94",673,"SMA12315",26800,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",796,5427,13,673,1,2023-01-06,26.95,1.8865,"groupage","france","avion",10,50,10,1,"OUVERT",5427,"PUMA Smash V2, Baskets Mixte",26.95,"EUR","PUMA Smash V2, Baskets Mixte","Puma Black Puma Black","42.5 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",673,"2023",1,"vendredi","06","vendredi",6
"95",672,"SMA12314",41800,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",795,5426,13,672,1,2023-01-06,40,2.8,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5426,"PUMA Smash V2 L, Baskets Mixte",40,"EUR","PUMA Smash V2 L, Baskets Mixte","Puma White Puma White","44 EU",2023-01-06,"NULL",8,"EUR","[]","avion","dakar plateau",672,"2023",1,"vendredi","06","vendredi",6
"96",671,"SMA12313",41100,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",794,5425,13,671,1,2023-01-06,37.99,2.6593,"groupage","france","avion",23,33,12,1,"OUVERT",5425,"adidas Vs Pace, Chaussures de Fitness Homme, 41 EU",37.99,"EUR","adidas Vs Pace, Chaussures de Fitness Homme, 41 EU","Legend Earth Core Black Footwear White","46 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",671,"2023",1,"vendredi","06","vendredi",6
"97",670,"SMA12312",16600,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",793,5424,13,670,1,2023-01-06,12.39,0.8673,"groupage","france","avion",10,50,10,1,"OUVERT",5424,"Onsoyours Robes Femmes Élégantes À Manches Longues Sexy Dos Nu Dentelle Robe Patchwork Décontractée Robe De Soirée Couleur Unie Mini Robe De Clubbing Cocktail",12.39,"EUR","Onsoyours Robes Femmes Élégantes À Manches Longues Sexy Dos Nu Dentelle Robe Patchwork Décontractée Robe De Soirée Couleur Unie Mini Robe De Clubbing Cocktail","Blanc","XS",2023-01-06,"NULL",12,"EUR","[]","avion","dakar",670,"2023",1,"vendredi","06","vendredi",6
"98",669,"SMA12311",26800,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",792,5423,13,669,1,2023-01-06,26.95,1.8865,"groupage","france","avion",10,50,10,1,"OUVERT",5423,"PUMA Smash V2, Baskets Mixte",26.95,"EUR","PUMA Smash V2, Baskets Mixte","Puma Black Puma Black","42.5 EU",2023-01-06,"NULL",12,"EUR","[]","avion","dakar plateau",669,"2023",1,"vendredi","06","vendredi",6
"99",668,"SMA12310",15200,2023-01-06,2023-01-06,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",791,5422,13,668,1,2023-01-06,1.99,0.1393,"groupage","usa","avion",10,50,10,1,"OUVERT",5422,"Watch The Café, Season 1 | Prime Video",1.99,"USD","Watch The Café, Season 1 | Prime Video","N/A","N/A",2023-01-06,"NULL",21.0379643787626,"USD","[]","avion","dakar plateau",668,"2023",1,"vendredi","06","vendredi",6
"100",665,"SMA12309",77200,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",788,5419,13,665,1,2023-01-04,89.99,6.2993,"groupage","usa","avion",10,50,10,1,"OUVERT",5419,"Leatt Unisex-Adult Cycling Mountain Biking Shoe",89.99,"USD","Leatt Unisex-Adult Cycling Mountain Biking Shoe","Black","8 Women/8 Men",2023-01-04,"NULL",22.4975,"USD","[]","avion","diamaguene",665,"2023",1,"mercredi","04","mercredi",4
"101",664,"SMA12308",16600,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",787,5418,13,664,1,2023-01-04,12.39,0.8673,"groupage","france","avion",10,50,10,1,"OUVERT",5418,"Onsoyours Robes Femmes Élégantes À Manches Longues Sexy Dos Nu Dentelle Robe Patchwork Décontractée Robe De Soirée Couleur Unie Mini Robe De Clubbing Cocktail",12.39,"EUR","Onsoyours Robes Femmes Élégantes À Manches Longues Sexy Dos Nu Dentelle Robe Patchwork Décontractée Robe De Soirée Couleur Unie Mini Robe De Clubbing Cocktail","Blanc","XS",2023-01-04,"NULL",12,"EUR","[]","avion","dakar plateau",664,"2023",1,"mercredi","04","mercredi",4
"102",663,"SMA12307",24100,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",786,5417,13,663,1,2023-01-04,22.99,1.6093,"groupage","france","avion",10,50,10,1,"OUVERT",5417,"EMLAI Maillot Coupe du Monde 2022 France ,Maillot France Enfant,Adultes de Football Soccer Jersey,Garçon Vêtements de Football Extérieur Ensemble de T-Shirt et Short",22.99,"EUR","EMLAI Maillot Coupe du Monde 2022 France ,Maillot France Enfant,Adultes de Football Soccer Jersey,Garçon Vêtements de Football Extérieur Ensemble de T-Shirt et Short","N/A","N/A",2023-01-04,"NULL",12,"EUR","[]","avion","dakar plateau",663,"2023",1,"mercredi","04","mercredi",4
"103",662,"SMA12306",13800,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",785,5416,13,662,1,2023-01-04,0,0,"groupage","usa","avion",10,50,10,1,"OUVERT",5416,"SAMSUNG 40-inch Class LED Smart FHD TV 1080P (UN40N5200AFXZA, 2019 Model)",0,"USD","SAMSUNG 40-inch Class LED Smart FHD TV 1080P (UN40N5200AFXZA, 2019 Model)","N/A","40N5200",2023-01-04,"NULL",21.0379643787626,"USD","[]","avion","dakar centre",662,"2023",1,"mercredi","04","mercredi",4
"104",661,"SMA12305",2056000,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",784,5415,13,661,1,2023-01-04,2399,167.93,"groupage","usa","avion",10,50,10,1,"OUVERT",5415,"Apple 2021 MacBook Pro (16-inch, M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD) - Space Gray",2399,"USD","Apple 2021 MacBook Pro (16-inch, M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD) - Space Gray","N/A","N/A",2023-01-04,"NULL",599.75,"USD","[]","avion","dakar",661,"2023",1,"mercredi","04","mercredi",4
"105",660,"SMA12304",26800,2023-01-04,2023-01-04,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",783,5414,13,660,1,2023-01-04,26.95,1.8865,"groupage","france","avion",10,50,10,1,"OUVERT",5414,"PUMA Smash V2, Baskets Mixte",26.95,"EUR","PUMA Smash V2, Baskets Mixte","Puma Black Puma Black","42.5 EU",2023-01-04,"NULL",12,"EUR","[]","avion","diamagune sicap",660,"2023",1,"mercredi","04","mercredi",4
"106",659,"SMA12303",10900,2023-01-04,2023-01-04,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",782,5413,13,659,1,2023-01-04,11.1,0.777,"groupage","usa","avion",2.54,2.54,2.54,1,"OUVERT",5413,"Amazon Essentials Women's Cotton Bikini Brief Underwear (Available in Plus Size), Multipacks",11.1,"USD","Amazon Essentials Women's Cotton Bikini Brief Underwear (Available in Plus Size), Multipacks","N/A","N/A",2023-01-04,"NULL",4.77132616924585,"USD","[]","avion","dakar plateau",659,"2023",1,"mercredi","04","mercredi",4
"107",657,"SMA12302",54100,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",779,5410,13,657,1,2022-12-16,39.19,2.7433,"groupage","france","bateau",10,50,10,1,"OUVERT",5410,"SAGUARO Homme Bottes Hiver Neige Chaudement Chaudes Fourrure Baskets Bottines",39.19,"EUR","SAGUARO Homme Bottes Hiver Neige Chaudement Chaudes Fourrure Baskets Bottines","Noir","39 EU",2022-12-16,"NULL",4.7028,"EUR","[]","bateau","dakar",657,"2022",12,"vendredi","16","vendredi",16
"108",657,"SMA12302",54100,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",780,5411,13,657,1,2022-12-16,29.99,2.0993,"groupage","france","bateau",10,50,10,1,"OUVERT",5411,"HISDERN Chemise Formelle pour Hommes décontractée à Manches Longues Chemises habillées Classiques boutonnées",29.99,"EUR","HISDERN Chemise Formelle pour Hommes décontractée à Manches Longues Chemises habillées Classiques boutonnées","Blanc / Rouge","M",2022-12-16,"NULL",3.5988,"EUR","[]","bateau","dakar",657,"2022",12,"vendredi","16","vendredi",16
"109",656,"SMA12301",10800,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",778,5409,13,656,1,2022-12-16,10.9,0.763,"groupage","france","bateau",10,2.5,16,1,"OUVERT",5409,"Jané 5 Slip Lavable, Taille Unique, Tissu Élastique, Idéal Post-partum, Hypoallergénique",10.9,"EUR","Jané 5 Slip Lavable, Taille Unique, Tissu Élastique, Idéal Post-partum, Hypoallergénique","N/A","N/A",2022-12-16,"NULL",1.308,"EUR","[]","bateau","dakar plateau",656,"2022",12,"vendredi","16","vendredi",16
"110",656,"SMA12301",10800,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",777,5408,13,656,1,2022-12-16,0,0,"groupage","france","bateau",10,50,10,1,"OUVERT",5408,"Dr. Beckmann Diable détacheur Stylos et Encre",0,"EUR","Dr. Beckmann Diable détacheur Stylos et Encre","N/A","N/A",2022-12-16,"NULL",3.4,"EUR","[]","bateau","dakar plateau",656,"2022",12,"vendredi","16","vendredi",16
"111",655,"SMA12300",17000,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",776,5407,13,655,1,2022-12-16,10.9,0.763,"groupage","france","avion",10,2.5,16,1,"OUVERT",5407,"Jané 5 Slip Lavable, Taille Unique, Tissu Élastique, Idéal Post-partum, Hypoallergénique",10.9,"EUR","Jané 5 Slip Lavable, Taille Unique, Tissu Élastique, Idéal Post-partum, Hypoallergénique","N/A","N/A",2022-12-16,"NULL",2.18,"EUR","[]","avion","dakar plateau",655,"2022",12,"vendredi","16","vendredi",16
"112",655,"SMA12300",17000,2022-12-16,2022-12-16,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",775,5406,13,655,1,2022-12-16,0,0,"groupage","france","avion",10,50,10,1,"OUVERT",5406,"Dr. Beckmann Diable détacheur Stylos et Encre",0,"EUR","Dr. Beckmann Diable détacheur Stylos et Encre","N/A","N/A",2022-12-16,"NULL",12,"EUR","[]","avion","dakar plateau",655,"2022",12,"vendredi","16","vendredi",16
"113",653,"SMA12299",40900,2022-11-30,2022-11-30,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",773,5404,13,653,1,2022-11-30,46.99,3.2893,"groupage","france","avion",10,50,10,1,"OUVERT",5404,"ARRIGO BELLO Chaussure Homme Baskets Sneakers Casual Sport Running Espadrilles Athlétique Courtes Fitness Tennis 40-46",46.99,"EUR","ARRIGO BELLO Chaussure Homme Baskets Sneakers Casual Sport Running Espadrilles Athlétique Courtes Fitness Tennis 40-46","T Bleu Marron","44 EU",2022-11-30,"NULL",12,"EUR","[]","avion","dakar centre",653,"2022",11,"mercredi","30","mercredi",30
"114",652,"SMA12298",72800,2022-11-30,2022-11-30,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",772,5403,13,652,1,2022-11-30,86,6.02,"groupage","france","avion",21,34,11,1,"OUVERT",5403,"GEOX SYMBOL B - Sneaker Basse - Homme",86,"EUR","GEOX SYMBOL B - Sneaker Basse - Homme","Browncotto","43 EU",2022-11-30,"NULL",17.2,"EUR","[]","avion","dakar plateau",652,"2022",11,"mercredi","30","mercredi",30
"115",651,"SMA12297",34900,2022-11-30,2022-11-30,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",771,5402,13,651,1,2022-11-30,38.49,2.6943,"groupage","france","avion",10,50,10,1,"OUVERT",5402,"PUMA Suede Platform Bubble Wn's, Sneakers Basses Femme",38.49,"EUR","PUMA Suede Platform Bubble Wn's, Sneakers Basses Femme","Puma Black Puma Black","43 EU",2022-11-30,"NULL",12,"EUR","[]","avion","medina",651,"2022",11,"mercredi","30","mercredi",30
"116",650,"SMA12296",56700,2022-11-30,2022-11-30,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",770,5401,13,650,1,2022-11-30,67.98,4.7586,"groupage","france","avion",10,50,10,1,"OUVERT",5401,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",67.98,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","Bleu","43 EU",2022-11-30,"NULL",13.596,"EUR","[]","avion","dakar plateau",650,"2022",11,"mercredi","30","mercredi",30
"117",649,"SMA12295",32900,2022-11-30,2022-11-30,19,"INTOUCH",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",769,5400,13,649,1,2022-11-30,27.45,1.9215,"groupage","france","avion",21.84,32.51,12.19,1,"OUVERT",5400,"PUMA Smash V2 L, Baskets Mixte",27.45,"EUR","PUMA Smash V2 L, Baskets Mixte","Blanc White High Risk Red Team Gold","37.5 EU",2022-11-30,"NULL",11.9748,"EUR","[]","avion","dakar plateau",649,"2022",11,"mercredi","30","mercredi",30
"118",648,"SMA12294",50900,2022-11-20,2023-07-14,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",768,5399,2,648,1,2022-11-20,60.98,4.2686,"groupage","france","avion",10,50,10,1,"OUVERT",5399,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",60.98,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","White","43 EU",2022-11-20,"NULL",12.196,"EUR","[]","avion","dakar plateau",648,"2022",11,"dimanche","20","dimanche",20
"119",646,"SMA12292",96900,2022-11-10,2022-11-10,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",766,5397,13,646,1,2022-11-10,116.28,8.1396,"groupage","france","avion",1,1,1,1,"OUVERT",5397,"Salomon Speedcross 4, Chaussures de Trail Running pour Homme, Offrant Adhérence, Stabilité et Fit, Noir et Black Metallic, 42 2/3",116.28,"EUR","Salomon Speedcross 4, Chaussures de Trail Running pour Homme, Offrant Adhérence, Stabilité et Fit, Noir et Black Metallic, 42 2/3","WHITE","XL",2022-11-10,"NULL",23.256,"EUR","[]","avion","dakar plateau",646,"2022",11,"jeudi","10","jeudi",10
"120",645,"SMA12291",75100,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",765,5396,13,645,1,2022-10-20,55.95,3.9165,"groupage","france","avion",10,50,10,1,"OUVERT",5396,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",55.95,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","White","43 EU",2022-10-20,"NULL",12,"EUR","[]","avion","dakar plateau",645,"2022",10,"jeudi","20","jeudi",20
"121",645,"SMA12291",75100,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",764,5395,13,645,1,2022-10-20,28.53,1.9971,"groupage","france","avion",10,50,10,1,"OUVERT",5395,"ORANDESIGNE Robe Pull Femme Automne Hiver Robe Tricotée Col Rond Manches Longues Robe Courte Tresser A-Ligne Élégante",28.53,"EUR","ORANDESIGNE Robe Pull Femme Automne Hiver Robe Tricotée Col Rond Manches Longues Robe Courte Tresser A-Ligne Élégante","E Rouge","L",2022-10-20,"NULL",12,"EUR","[]","avion","dakar plateau",645,"2022",10,"jeudi","20","jeudi",20
"122",644,"SMA12290",80300,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",763,5394,13,644,1,2022-10-20,35.99,2.5193,"groupage","france","avion",10,50,10,1,"OUVERT",5394,"700-INK Chaussures de Randonnée Femme Respirantes Trekking Promenades Sports pour Femme",35.99,"EUR","700-INK Chaussures de Randonnée Femme Respirantes Trekking Promenades Sports pour Femme","N/A","N/A",2022-10-20,"NULL",12,"EUR","[]","avion","dakar",644,"2022",10,"jeudi","20","jeudi",20
"123",644,"SMA12290",80300,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",762,5393,13,644,1,2022-10-20,55.95,3.9165,"groupage","france","avion",10,50,10,1,"OUVERT",5393,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",55.95,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","White","43 EU",2022-10-20,"NULL",12,"EUR","[]","avion","dakar",644,"2022",10,"jeudi","20","jeudi",20
"124",643,"SMA12289",47200,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",761,5392,13,643,1,2022-10-20,55.95,3.9165,"groupage","france","avion",10,50,10,1,"OUVERT",5392,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",55.95,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","White","43 EU",2022-10-20,"NULL",12,"EUR","[]","avion","dakar",643,"2022",10,"jeudi","20","jeudi",20
"125",642,"SMA12288",27600,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",760,5391,13,642,1,2022-10-20,28,1.96,"groupage","france","avion",10,50,10,1,"OUVERT",5391,"PUMA Smash V2 L, Baskets Mixte",28,"EUR","PUMA Smash V2 L, Baskets Mixte","WHITE","XL",2022-10-20,"NULL",12,"EUR","[]","avion","dakar plateau",642,"2022",10,"jeudi","20","jeudi",20
"126",641,"SMA12287",47200,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",759,5390,13,641,1,2022-10-20,55.95,3.9165,"groupage","france","avion",10,50,10,1,"OUVERT",5390,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",55.95,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","the color","the size",2022-10-20,"NULL",12,"EUR","[]","avion","dakar plateau",641,"2022",10,"jeudi","20","jeudi",20
"127",640,"SMA12286",47200,2022-10-20,2022-10-20,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",758,5389,13,640,1,2022-10-20,55.95,3.9165,"groupage","france","avion",10,50,10,1,"OUVERT",5389,"Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme",55.95,"EUR","Tommy Hilfiger Essential Leather Sneaker, Baskets Basses Homme","WHITE","XL",2022-10-20,"NULL",12,"EUR","[]","avion","dakar plateau",640,"2022",10,"jeudi","20","jeudi",20
"128",639,"SMA12285",55541,2022-10-20,2022-10-20,19,"ORANGE MONEY",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",757,5388,13,639,1,2022-10-20,66.67,4.6669,"groupage","france","avion",10,50,10,1,"OUVERT",5388,"PUMA Shuffle, Basket Mixte",66.67,"EUR","PUMA Shuffle, Basket Mixte","WHITE","XL",2022-10-20,"NULL",13.334,"EUR","[]","avion","dakar plateau",639,"2022",10,"jeudi","20","jeudi",20
"129",629,"SMA12275",29600,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",747,5378,13,629,1,2022-10-13,30.95,2.1665,"groupage","france","avion",10,50,10,1,"OUVERT",5378,"Logitech K280e Pro Clavier Filaire Business pour Windows/Linux/Chrome, Plug-and-Play USB, Saisie Discrète, Taille Standard, Résistant aux Eclaboussures, Clavier AZERTY Français - Noir",30.95,"EUR","Logitech K280e Pro Clavier Filaire Business pour Windows/Linux/Chrome, Plug-and-Play USB, Saisie Discrète, Taille Standard, Résistant aux Eclaboussures, Clavier AZERTY Français - Noir","WHITE","XL",2022-10-13,"NULL",12,"EUR","[]","avion","dakar plateau",629,"2022",10,"jeudi","13","jeudi",13
"130",628,"SMA12274",29600,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",746,5377,13,628,1,2022-10-13,30.95,2.1665,"groupage","france","avion",10,50,10,1,"OUVERT",5377,"Logitech K280e Pro Clavier Filaire Business pour Windows/Linux/Chrome, Plug-and-Play USB, Saisie Discrète, Taille Standard, Résistant aux Eclaboussures, Clavier AZERTY Français - Noir",30.95,"EUR","Logitech K280e Pro Clavier Filaire Business pour Windows/Linux/Chrome, Plug-and-Play USB, Saisie Discrète, Taille Standard, Résistant aux Eclaboussures, Clavier AZERTY Français - Noir","WHITE","XL",2022-10-13,"NULL",12,"EUR","[]","avion","dakar plateau",628,"2022",10,"jeudi","13","jeudi",13
"131",627,"SMA12273",39200,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",745,5376,13,627,1,2022-10-13,39.98,2.7986,"groupage","france","avion",19.6,31.8,11.3,1,"OUVERT",5376,"Levi's Courtright, Basket Homme",39.98,"EUR","Levi's Courtright, Basket Homme","WHITE","XL",2022-10-13,"NULL",12.24,"EUR","[]","avion","dakar plateau",627,"2022",10,"jeudi","13","jeudi",13
"132",626,"SMA12272",83200,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",744,5375,13,626,1,2022-10-13,44.99,3.1493,"groupage","france","avion",10,50,10,1,"OUVERT",5375,"Chaussure De Securité Homme Femmes Chaussures De Travail Chantiers Embout De Protection en Acier Bottes Baskets Trekking Sneakers Noir Bleu Gris Vert Rose 36-48 EU",44.99,"EUR","Chaussure De Securité Homme Femmes Chaussures De Travail Chantiers Embout De Protection en Acier Bottes Baskets Trekking Sneakers Noir Bleu Gris Vert Rose 36-48 EU","Vert 1","42 EU",2022-10-13,"NULL",12,"EUR","[]","avion","dakar plateau",626,"2022",10,"jeudi","13","jeudi",13
"133",626,"SMA12272",83200,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",743,5374,13,626,1,2022-10-13,50.98,3.5686,"groupage","france","avion",10,50,10,1,"OUVERT",5374,"Tommy Jeans Homme Original Stretch Chemise Casual Manches Longues coupe slim",50.98,"EUR","Tommy Jeans Homme Original Stretch Chemise Casual Manches Longues coupe slim","WHITE","XL",2022-10-13,"NULL",12,"EUR","[]","avion","dakar plateau",626,"2022",10,"jeudi","13","jeudi",13
"134",625,"SMA12271",55600,2022-10-13,2022-10-13,19,"ESPECE",1,"COMMANDE SMA FROM AMAZON",19,2019-12-18,"Cheikh Ahmed Tidiane test","diao",742,5373,13,625,1,2022-10-13,66.67,4.6669,"groupage","france","avion",10,50,10,1,"OUVERT",5373,"PUMA Shuffle, Basket Mixte",66.67,"EUR","PUMA Shuffle, Basket Mixte","WHITE","XL",2022-10-13,"NULL",13.334,"EUR","[]","avion","dakar plateau",625,"2022",10,"jeudi","13","jeudi",13
